(53, 40)
(53, 35)
(53, 34)
(51, 35)
(51, 39)
(64, 38)
(50, 36)
(63, 38)
(49, 36)
(39, 38)
(45, 39)
(29, 39)
(49, 38)
(44, 37)
(53, 39)
(43, 39)
(50, 38)
(64, 37)
(42, 42)
(45, 40)
(41, 42)
(45, 38)
(42, 36)
(63, 37)
(41, 36)
(40, 37)
(39, 40)
(39, 39)
(46, 39)
(30, 38)
(30, 39)
(44, 41)
(50, 37)
(40, 41)
(49, 37)
(29, 38)
